sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2014-07-09;308,000;308,300;310,000;310,000;307,700;308,000;308,822;9763;3015028,4;145;
2014-07-08;309,000;309,300;310,800;312,000;309,100;309,300;310,324;13564;4209288,7;151;
2014-07-07;312,000;312,200;310,600;312,600;309,000;312,000;310,645;13613;4228811,2;163;
2014-07-04;310,600;310,900;314,700;314,700;310,300;310,600;312,382;14444;4512049,8;146;
2014-07-03;314,000;314,300;313,000;314,700;311,500;314,300;313,191;17087;5351490,7;191;
2014-07-02;312,400;313,000;313,000;314,300;312,000;313,000;312,897;11319;3541659,8;133;
2014-07-01;313,200;314,100;312,000;314,200;310,000;314,100;311,584;15013;4677802,9;168;
2014-06-30;310,800;312,000;315,000;315,000;310,500;312,000;312,064;24760;7726706;254;
2014-06-27;312,900;313,900;312,900;314,000;311,500;313,900;312,735;8037;2513448,9;107;
2014-06-26;312,400;312,900;314,200;315,000;311,100;312,900;312,709;16139;5046805,2;161;
2014-06-25;313,300;314,200;316,000;317,100;311,700;314,200;314,308;16681;5242974,8;162;
2014-06-24;317,300;318,000;317,000;318,000;316,100;318,000;317,117;9444;2994854,1;114;
2014-06-23;316,400;317,000;315,000;317,900;311,000;317,000;315,056;19269;6070809,8;210;
2014-06-19;316,000;317,000;315,500;317,900;312,300;317,000;316,413;36717;11617747,5;190;
2014-06-18;315,000;315,300;316,800;318,100;314,300;315,300;316,559;16017;5070327,8;209;
2014-06-17;314,300;314,900;313,100;317,000;313,100;314,900;314,771;13753;4329041;195;
2014-06-16;312,400;313,600;315,800;316,200;311,800;313,600;313,658;12826;4022981;173;
2014-06-13;315,800;316,200;316,700;318,000;312,800;316,200;315,292;20638;6506985,8;225;
2014-06-12;316,500;316,600;320,000;322,000;315,500;316,500;317,087;18763;5949499,7;269;
2014-06-11;319,900;320,000;321,100;322,400;320,000;320,000;320,909;9495;3047026,6;129;
2014-06-10;319,800;320,600;321,700;322,800;319,100;320,600;320,649;12729;4081536,3;209;
2014-06-09;321,700;322,600;321,400;325,000;321,000;322,600;322,552;21692;6996796,3;226;
2014-06-05;320,500;320,700;320,700;324,200;320,500;320,700;321,931;14312;4607469,8;150;
2014-06-04;320,000;320,900;322,200;322,600;318,400;320,900;320,398;15954;5111635,7;202;
2014-06-03;322,100;322,400;325,000;325,000;321,800;322,400;322,574;12908;4163780,5;183;
2014-06-02;324,400;325,200;325,500;326,000;324,000;325,200;324,870;12771;4148908,4;142;
2014-05-30;324,600;325,500;323,000;326,800;323,000;325,500;325,084;28104;9136172,3;178;
2014-05-28;321,400;322,300;322,500;322,500;320,400;322,300;321,577;4114;1322967,1;51;
2014-05-27;321,200;322,000;320,600;322,500;319,200;322,000;321,189;13439;4316451,6;163;
2014-05-26;320,800;321,200;321,000;322,600;319,600;321,200;320,940;14216;4562485,3;129;
2014-05-23;318,800;320,000;318,000;320,000;316,600;320,000;318,073;23222;7386300,1;193;
2014-05-22;318,100;319,000;321,700;322,000;316,800;319,000;318,717;14058;4480521,3;142;
2014-05-21;321,200;321,700;321,900;321,900;320,000;321,700;320,843;14531;4662166;144;
2014-05-20;321,900;322,000;320,800;322,600;320,700;321,900;321,459;9916;3187591,8;142;
2014-05-19;320,600;320,800;318,000;323,900;318,000;320,800;321,631;21213;6822757,9;187;
2014-05-16;318,000;318,300;315,000;318,500;314,800;318,000;316,334;23291;7367726,5;164;
2014-05-15;314,900;315,500;315,000;316,300;314,000;315,500;315,202;25861;8151434,3;128;
2014-05-14;314,000;314,900;312,500;315,000;312,500;314,000;313,952;23768;7462005,6;156;
2014-05-13;312,100;312,500;311,200;315,000;311,200;312,500;313,782;32405;10168106,6;155;
2014-05-12;310,900;311,600;311,700;314,200;310,800;310,900;312,220;9162;2860563;113;
2014-05-09;310,300;311,700;315,500;315,500;311,000;311,700;313,049;6637;2077704,4;78;
2014-05-08;314,800;315,600;312,000;315,500;311,000;314,800;313,489;19095;5986065,6;143;
2014-05-07;310,100;311,100;311,500;313,400;310,100;311,200;311,579;12347;3847070,3;128;
2014-05-06;311,600;312,000;314,000;316,000;311,600;311,600;314,283;10166;3195001,4;121;
2014-05-05;313,300;313,600;313,200;314,700;310,400;313,600;312,276;11492;3588671,5;129;
2014-05-02;313,000;313,200;315,200;316,500;313,000;313,200;315,518;17903;5648723,2;122;
2014-04-30;314,500;316,200;318,100;318,100;313,000;316,200;315,580;19669;6207143,6;129;
2014-04-29;315,900;316,000;311,900;316,000;311,900;315,900;314,272;40263;12653522;186;
2014-04-28;309,500;310,300;315,300;315,300;309,100;309,500;311,380;7928;2468622,1;133;
2014-04-25;312,300;312,800;312,100;314,200;312,000;312,300;312,981;7077;2214967,8;112;
2014-04-24;313,300;314,600;313,900;316,700;311,000;314,600;313,962;8260;2593323,8;119;
2014-04-23;313,900;314,800;316,300;316,300;312,500;313,900;314,680;11120;3499240,8;97;
2014-04-22;315,100;315,400;314,000;318,400;313,300;315,400;316,187;9960;3149221,9;114;
2014-04-17;311,800;312,000;313,300;314,000;311,900;312,000;312,921;2596;812341,5;35;
2014-04-16;313,400;313,500;312,700;315,000;312,200;313,400;313,166;10699;3350564,7;114;
2014-04-15;308,900;309,600;315,000;316,600;309,600;309,600;313,913;14190;4454369,7;176;
2014-04-14;315,900;316,000;312,000;316,700;309,000;316,000;311,369;19750;6149577,2;358;
2014-04-11;311,100;311,700;307,000;312,900;306,200;311,700;308,932;22501;6951281,9;285;
2014-04-10;313,500;314,600;317,500;321,100;313,500;313,500;317,639;17630;5599665,1;159;
2014-04-09;316,500;317,000;315,000;318,600;315,000;316,500;317,153;18792;5959929;164;
2014-04-08;314,900;315,000;316,400;319,700;314,000;315,000;316,608;39133;12389826,1;234;
2014-04-07;316,000;316,100;317,300;318,000;314,800;316,100;316,339;20623;6523855,9;169;
2014-04-04;317,400;317,500;320,600;321,100;317,500;317,500;319,557;15174;4848954,3;175;
2014-04-03;320,500;321,000;324,500;324,500;319,700;321,000;321,023;18532;5949196,6;239;
2014-04-02;321,300;321,500;322,000;324,000;321,200;321,500;322,841;13652;4407420,9;156;
2014-04-01;322,200;322,400;318,500;323,400;318,500;322,400;320,868;31291;10040278,9;208;
2014-03-31;318,500;318,700;315,400;319,000;315,400;318,500;316,845;21053;6670546,5;192;
2014-03-28;314,200;314,700;319,300;319,300;314,300;314,700;316,193;22398;7082091,3;246;
2014-03-27;314,400;315,100;318,000;318,000;311,600;315,100;315,838;60824;19210553,7;420;
2014-03-26;332,300;333,500;332,300;334,700;330,200;332,300;332,853;47095;15675729,6;596;
2014-03-25;333,100;333,700;333,000;336,100;332,800;333,700;334,098;35776;11952688;1977;
2014-03-24;331,300;332,000;335,000;335,000;330,000;331,300;332,160;32191;10692573,9;267;
2014-03-21;334,100;334,400;331,000;335,400;331,000;334,100;334,297;13053;4363578,9;124;
2014-03-20;329,500;330,800;332,600;332,800;329,500;330,800;331,115;26357;8727199,2;252;
2014-03-19;332,600;332,900;332,000;333,300;330,600;332,900;331,995;26635;8842688,5;178;
2014-03-18;330,900;331,000;329,800;332,800;327,600;331,000;330,088;11600;3829014,6;109;
2014-03-17;328,200;328,600;324,200;329,800;320,200;328,200;325,817;15896;5179251,5;154;
2014-03-14;324,000;324,600;326,000;327,500;322,000;324,000;325,055;28153;9151277,4;316;
2014-03-13;329,400;330,300;331,200;331,600;327,600;329,400;330,152;11094;3662703,1;125;
2014-03-12;329,100;329,700;332,000;332,000;327,500;329,700;329,608;28441;9374386,4;270;
2014-03-11;332,200;332,900;332,000;334,300;331,400;332,900;332,784;16906;5626052,3;169;
2014-03-10;330,300;330,900;332,800;333,700;329,300;330,900;331,570;30779;10205397,3;324;
2014-03-07;332,100;332,800;333,000;336,000;332,000;332,800;334,396;34948;11686475,4;417;
2014-03-06;331,500;331,900;331,000;333,000;331,000;331,900;332,113;24910;8272924,3;237;
2014-03-05;329,800;331,000;328,700;331,000;328,700;329,800;329,896;18811;6203549,5;161;
2014-03-04;327,300;327,900;321,600;328,000;321,600;327,300;325,738;29212;9515458,1;264;
2014-03-03;321,600;321,900;329,600;329,600;320,300;321,900;324,542;34704;11262893,3;380;
2014-02-28;332,200;332,600;327,000;334,000;327,000;332,200;331,308;21441;7103580,5;189;
2014-02-27;327,000;327,500;327,700;329,300;325,800;327,000;327,348;15313;5012685,8;153;
2014-02-26;327,700;329,000;326,300;327,800;326,100;327,700;327,037;6073;1986094;115;
2014-02-25;326,300;327,300;323,000;327,400;322,700;326,300;324,253;14911;4834942,8;166;
2014-02-24;322,300;322,600;323,000;323,000;319,900;322,600;321,271;24098;7741982,5;194;
2014-02-21;321,500;321,800;320,000;324,300;320,000;321,500;322,285;21546;6943944,8;227;
2014-02-20;319,400;319,800;316,000;319,400;315,200;319,400;317,750;18971;6028031;283;
2014-02-19;316,300;316,800;312,900;317,800;311,800;316,800;314,112;13837;4346370,5;183;
2014-02-18;311,100;311,700;316,000;316,200;311,000;311,100;312,896;39249;12280857,8;326;
2014-02-17;315,100;315,300;312,000;315,500;311,900;315,300;314,505;27455;8634738,5;215;
2014-02-14;310,900;311,500;315,000;315,800;310,600;310,900;312,538;34570;10804449,9;856;
2014-02-13;314,500;314,700;315,200;315,200;310,600;314,600;311,988;13916;4341625;449;
2014-02-12;314,000;314,400;315,500;319,000;314,000;314,400;316,791;23329;7390410,4;365;
2014-02-11;314,900;315,500;309,300;315,500;309,300;315,500;313,496;15982;5010287,4;186;
2014-02-10;309,000;310,200;310,000;311,000;308,300;309,000;309,547;34701;10741575,1;519;
2014-02-07;308,000;309,900;309,100;309,900;305,200;309,900;306,865;73334;22503622,3;416;
2014-02-06;305,100;306,400;310,000;310,000;299,400;306,400;307,146;100728;30938179,7;556;
2014-02-05;306,700;306,900;310,000;310,200;302,300;306,900;306,933;54276;16659107,5;523;
2014-02-04;294,800;295,600;294,800;296,300;293,300;295,600;294,843;21861;6445567,5;198;
2014-02-03;296,300;296,400;299,800;299,800;295,000;296,400;297,395;20397;6065973,8;212;
2014-01-31;298,700;298,900;301,400;301,400;295,600;298,700;298,034;15317;4564984,8;220;
2014-01-30;300,500;301,800;299,400;303,300;297,500;301,500;300,859;11325;3407226,4;150;
2014-01-29;298,100;299,400;300,400;302,500;296,200;299,400;299,212;21946;6566514,3;225;
2014-01-28;299,000;299,900;304,000;305,300;298,500;299,000;301,512;13201;3980265,4;145;
2014-01-27;302,900;303,800;303,000;303,800;300,600;303,800;302,392;15112;4569745,5;188;
2014-01-24;303,500;303,800;308,000;309,000;303,600;303,800;305,657;21899;6693571,9;218;
2014-01-23;308,000;308,400;310,700;310,700;308,000;308,000;309,414;9351;2893332,7;111;
2014-01-22;310,800;311,200;311,000;311,200;308,600;311,200;310,035;14417;4469778;177;
2014-01-21;309,700;310,400;313,000;313,000;309,900;310,400;311,135;17529;5453881,1;162;
2014-01-20;312,100;312,700;311,000;313,800;309,300;312,700;311,773;20543;6404757,6;205;
2014-01-17;310,900;311,000;309,000;311,000;308,300;311,000;309,631;33004;10219046,6;251;
2014-01-16;309,000;309,300;310,000;310,100;308,300;309,000;309,387;19693;6092761,8;225;
2014-01-15;309,500;309,800;308,000;310,000;306,000;309,800;308,470;18704;5769630,3;221;
2014-01-14;305,500;306,000;305,000;306,000;303,300;306,000;305,049;19203;5857850,2;168;
2014-01-13;306,100;306,700;303,700;308,000;303,700;306,100;306,759;27185;8339238,4;254;
2014-01-10;301,400;302,200;302,200;303,700;301,600;302,200;302,501;15695;4747758,5;183;
2014-01-09;302,000;302,100;301,700;303,500;301,700;302,100;302,676;10115;3061567,1;156;
2014-01-08;301,700;302,800;302,800;303,400;300,800;301,700;301,999;40650;12276258,3;288;
2014-01-07;302,900;303,000;301,100;302,900;300,600;302,900;301,907;23873;7207413,5;203;
2014-01-03;300,600;300,900;299,600;302,300;299,000;300,900;300,950;25230;7592968,5;230;
2014-01-02;299,500;299,600;300,900;301,400;297,500;299,600;300,351;30511;9164000,3;261;
2013-12-30;301,500;301,600;302,000;302,900;298,700;301,500;301,050;22313;6717333,3;243;
2013-12-27;301,800;302,000;300,000;304,300;300,000;301,800;302,694;34952;10579756,5;293;
2013-12-23;299,300;299,400;294,700;299,900;294,700;299,300;298,408;28243;8427924,9;225;
2013-12-20;294,400;294,700;287,600;296,000;287,600;294,700;293,249;46053;13505003,2;247;
2013-12-19;288,000;288,400;279,800;288,400;279,800;288,000;286,485;24856;7120876,4;160;
2013-12-18;279,800;280,300;279,300;280,400;278,400;279,800;278,939;44385;12380694,9;224;
2013-12-17;277,000;277,300;278,000;279,300;276,500;277,000;278,111;18966;5274653,1;164;
2013-12-16;278,000;278,300;276,800;278,300;274,500;278,300;276,463;19422;5369467,7;139;
2013-12-13;274,600;275,200;276,800;276,800;274,000;275,200;275,815;14241;3927877,9;115;
2013-12-12;275,900;276,800;278,000;278,000;275,000;276,800;276,276;13152;3633575,8;108;
2013-12-11;278,100;278,800;280,200;281,100;278,100;278,100;279,610;9490;2653494,3;92;
2013-12-10;279,700;280,200;283,600;283,900;278,800;280,200;281,342;18456;5192446,4;154;
2013-12-09;283,600;284,200;282,000;284,500;282,000;283,600;283,086;5596;1584151,1;63;
2013-12-06;281,200;281,500;281,300;282,000;278,600;281,200;280,611;15082;4232169,6;148;
2013-12-05;280,600;281,000;281,800;284,900;280,100;280,600;282,762;10081;2850518,8;106;
2013-12-04;281,100;281,800;283,900;283,900;280,200;281,800;281,485;25688;7230795,9;149;
2013-12-03;283,000;283,200;289,900;290,600;282,800;283,000;286,626;20383;5842287,5;213;
2013-12-02;289,400;289,900;291,100;291,300;289,500;289,900;290,510;17552;5099024,4;155;
2013-11-29;291,000;291,100;294,000;294,000;291,000;291,100;292,855;9207;2696317,3;122;
2013-11-28;292,500;292,900;289,900;294,000;289,900;292,900;292,092;20683;6041331,5;169;
2013-11-27;289,700;290,200;291,300;291,500;289,600;290,200;290,579;9838;2858711;116;
2013-11-26;290,600;291,300;290,600;292,000;290,000;291,300;290,825;18921;5502696,2;203;
2013-11-25;290,400;290,600;286,600;291,000;286,600;290,600;289,467;15336;4439264,9;159;
2013-11-22;286,800;287,100;284,600;287,300;284,300;287,100;285,877;8534;2439676,4;94;
2013-11-21;284,500;285,200;285,000;285,900;283,500;284,500;284,752;20271;5772197,5;114;
2013-11-20;286,100;287,200;289,100;289,500;285,000;286,100;287,243;18943;5441249,3;129;
2013-11-19;289,100;289,900;290,000;290,000;288,100;289,100;289,018;10681;3087000,8;120;
2013-11-18;290,400;291,000;286,900;291,900;286,900;291,000;289,840;52771;15569951,9;205;
2013-11-15;286,600;287,000;281,100;287,600;281,100;287,000;285,844;15270;4364832,4;132;
2013-11-14;284,000;284,100;281,100;284,300;281,100;284,100;283,122;20023;5668942,9;125;
2013-11-13;280,400;280,800;284,400;284,400;280,100;280,400;281,866;8677;2445751,2;94;
2013-11-12;282,300;282,700;285,000;285,000;282,000;282,300;283,348;9792;2774541,6;103;
2013-11-11;285,100;285,700;287,000;287,000;284,500;285,100;285,278;10965;3128069,8;86;
2013-11-08;284,200;284,600;283,500;285,900;281,000;284,200;283,464;10615;3008971,8;104;
2013-11-07;283,600;284,000;281,800;287,000;280,800;284,000;284,377;33432;9507304,3;243;
2013-11-06;282,200;282,600;286,000;286,000;281,500;282,200;283,912;21328;6055284,6;194;
2013-11-05;283,600;284,000;282,500;286,000;282,000;283,600;283,855;28892;8201144,3;223;
2013-11-04;280,600;281,000;280,000;282,000;279,600;281,000;280,671;21840;6129856,1;139;
2013-11-01;278,100;278,900;280,000;280,000;276,500;278,900;278,257;8413;2340972,8;67;
2013-10-31;280,800;281,000;282,000;282,000;280,400;280,900;281,461;10640;2994741,5;112;
2013-10-30;281,400;281,700;281,400;283,700;281,000;281,700;282,635;19427;5490756,7;128;
2013-10-29;280,000;281,300;280,500;283,000;279,700;280,000;281,537;19714;5550220,4;158;
2013-10-28;279,800;280,500;275,500;280,500;275,500;280,500;278,524;26076;7262787,1;170;
2013-10-25;275,200;275,600;278,000;278,700;275,000;275,600;276,106;22870;6314552,8;199;
2013-10-24;276,000;276,400;275,000;277,800;275,000;276,400;276,177;24303;6711917,7;162;
2013-10-23;274,000;274,500;278,200;278,200;272,000;274,800;274,222;75541;20714977,2;479;
2013-10-22;281,200;282,000;275,300;283,200;275,300;282,000;280,902;50608;14215901,8;321;
