sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2010-07-05;189,000;190,000;192,000;192,000;188,300;190,000;190,013;4962;942843,1;38;
2010-07-02;189,000;190,000;189,000;190,400;187,300;190,000;188,424;12798;2411445,8;71;
2010-07-01;187,500;187,900;190,000;196,000;185,000;187,500;188,701;11702;2208179,4;58;
2010-06-30;190,500;191,500;190,700;193,200;188,500;191,500;190,645;10834;2065451,5;66;
2010-06-29;190,300;190,500;193,900;193,900;190,300;190,500;192,038;9209;1768481,6;71;
2010-06-28;195,000;195,200;200,000;200,000;193,000;195,200;194,463;12225;2377305,3;58;
2010-06-24;194,000;194,100;199,000;199,000;194,000;194,000;196,746;19539;3844219,4;90;
2010-06-23;198,000;198,500;204,000;204,000;198,000;198,000;200,699;9502;1907044;74;
2010-06-22;202,000;203,000;200,500;203,000;200,200;202,000;201,307;12467;2509699,7;100;
2010-06-21;201,500;202,500;201,000;203,200;200,600;202,500;201,928;9051;1827652,6;70;
2010-06-18;199,400;201,000;198,600;201,900;198,000;199,400;199,734;35033;6997262,9;176;
2010-06-17;199,000;200,000;198,000;201,000;197,900;200,000;199,684;13939;2783400,4;93;
2010-06-16;197,900;198,000;199,000;199,000;196,900;198,000;197,997;10516;2082132,9;86;
2010-06-15;198,300;198,500;197,000;198,500;196,000;198,300;197,344;26120;5154634,6;139;
2010-06-14;196,800;197,300;194,000;197,300;194,000;197,300;196,586;26393;5188488,1;108;
2010-06-11;194,700;195,000;191,000;195,000;191,000;195,000;193,879;13901;2695105,8;85;
2010-06-10;192,800;193,000;192,000;193,000;189,500;193,000;191,814;20466;3925667,7;108;
2010-06-09;191,300;191,500;190,000;191,500;187,500;191,500;189,237;10246;1938922,5;61;
2010-06-08;186,500;187,000;186,500;188,000;185,100;186,500;187,318;12973;2430079,7;67;
2010-06-07;186,000;186,700;186,500;188,400;185,100;186,700;187,325;16712;3130567;95;
2010-06-04;188,000;188,200;193,000;193,500;188,000;188,000;191,681;25102;4811567,9;111;
2010-06-03;192,500;192,800;192,000;194,200;191,500;192,500;192,844;19321;3725930,6;78;
2010-06-02;190,500;191,400;190,500;191,400;189,000;191,400;189,637;19589;3714802,6;85;
2010-06-01;190,000;190,100;191,000;191,300;186,700;190,000;188,693;15125;2853986,7;80;
2010-05-31;190,500;190,800;192,000;192,000;190,500;190,500;191,138;5330;1018762,9;50;
2010-05-28;190,900;191,000;194,000;194,200;190,500;190,900;192,623;14559;2804403,7;93;
2010-05-27;191,300;191,500;190,000;191,500;188,000;191,500;189,568;35945;6814011,1;131;
2010-05-26;187,500;188,000;187,000;188,500;185,000;188,000;186,868;23273;4348971,2;106;
2010-05-25;184,400;185,000;184,800;184,800;181,500;184,400;183,564;20824;3822545;117;
2010-05-24;187,900;188,000;190,500;190,500;184,600;188,000;187,900;15612;2933487,9;95;
2010-05-21;189,800;190,000;186,000;189,800;182,000;189,800;184,918;24061;4449300;147;
2010-05-20;186,000;187,000;194,900;194,900;183,400;186,000;186,700;23881;4458575,2;134;
2010-05-19;188,600;189,500;192,500;192,500;186,500;189,500;189,184;20111;3804682,6;129;
2010-05-18;192,000;193,000;193,100;194,500;191,800;192,000;192,767;25301;4877186,7;131;
2010-05-17;191,500;192,600;188,000;194,500;188,000;192,000;191,541;40608;7778093,2;154;
2010-05-14;192,500;193,500;197,500;197,500;192,500;192,500;194,196;19189;3726422,1;126;
2010-05-12;197,000;197,700;195,000;198,000;192,900;197,000;196,130;20115;3945151,7;128;
2010-05-11;194,500;195,000;196,000;196,000;193,000;195,000;194,169;48402;9398159,3;171;
2010-05-10;196,500;196,900;185,300;198,000;185,300;196,900;193,563;84665;16387991;364;
2010-05-07;182,000;183,500;180,000;189,600;180,000;182,000;185,977;148847;27682147,7;555;
2010-05-06;189,200;189,500;194,000;196,000;188,200;189,500;193,961;72137;13991779,1;296;
2010-05-05;195,000;195,500;199,000;202,200;193,400;195,400;198,270;67082;13300326,1;272;
2010-05-04;200,500;200,600;205,000;205,000;199,500;200,500;201,845;36317;7330404;195;
2010-05-03;204,600;205,000;205,000;205,000;201,500;205,000;203,385;16565;3369075;122;
2010-04-30;204,000;205,000;207,900;207,900;201,800;205,000;203,896;29758;6067544,2;156;
2010-04-29;211,000;211,500;215,000;215,000;210,400;211,500;212,407;41546;8824669,7;180;
2010-04-28;213,000;214,500;206,600;215,500;205,900;213,000;211,276;109148;23060302,2;350;
2010-04-27;204,100;204,300;212,500;212,500;204,100;204,100;206,713;57539;11895910;320;
2010-04-26;210,200;212,000;213,000;215,000;210,300;211,200;212,599;30838;6556129,2;115;
2010-04-23;212,500;213,000;209,000;213,000;207,800;213,000;210,367;17487;3678692,7;113;
2010-04-22;208,000;208,200;208,000;210,200;206,500;208,200;208,735;20287;4234613,1;99;
2010-04-21;207,900;208,000;211,500;211,500;207,100;207,900;208,663;34876;7277344,3;121;
2010-04-20;211,500;212,000;211,500;213,700;211,500;211,500;212,376;17537;3724431,5;77;
2010-04-19;211,400;211,500;213,000;213,500;210,000;211,400;211,256;37857;7997531,8;172;
2010-04-16;212,200;213,900;215,500;216,000;212,200;213,900;214,667;32786;7038069,4;171;
2010-04-15;215,400;215,500;216,000;216,400;213,500;215,500;215,023;23248;4998852,9;81;
2010-04-14;215,700;216,500;215,700;216,500;214,500;216,500;215,943;30641;6616712,4;184;
2010-04-13;215,000;215,500;218,000;218,000;214,200;215,000;215,645;28092;6057899,9;162;
2010-04-12;217,900;218,000;214,000;218,000;214,000;218,000;216,861;21391;4638880,6;110;
2010-04-09;214,200;215,000;211,700;215,000;211,700;215,000;213,786;22409;4790722,1;124;
2010-04-08;211,600;212,000;213,500;213,500;209,800;212,000;211,083;18400;3883922,3;115;
2010-04-07;213,000;213,200;214,900;214,900;212,800;213,200;213,650;14028;2997075,4;101;
2010-04-06;214,500;215,000;213,000;215,000;211,000;215,000;213,299;43695;9320113;167;
2010-04-01;213,000;213,400;210,000;213,900;210,000;213,000;211,935;17519;3712891;97;
2010-03-31;209,500;210,000;209,000;210,600;208,600;210,000;209,470;9723;2036676,4;70;
2010-03-30;210,300;210,500;209,500;211,000;209,500;210,500;210,412;20693;4354044,5;108;
2010-03-29;209,000;209,700;209,000;210,000;208,500;209,000;209,451;14753;3090033,7;117;
2010-03-26;207,500;208,500;208,800;208,800;207,000;208,500;207,903;17342;3601976,5;89;
2010-03-25;208,000;209,000;209,000;209,000;206,400;208,800;208,013;19258;4005921,5;103;
2010-03-24;206,000;206,800;208,000;208,100;204,500;206,000;206,579;19090;3943595,1;95;
2010-03-23;207,000;207,500;205,000;207,300;205,000;207,300;206,366;33465;6906051,1;116;
2010-03-22;204,700;205,000;206,500;206,500;203,500;205,000;204,608;28611;5854033,4;121;
2010-03-19;205,500;206,500;207,000;207,000;205,000;206,500;206,054;37992;7828413;93;
2010-03-18;204,500;205,500;208,000;208,000;204,500;205,500;205,798;25014;5147826,4;116;
2010-03-17;205,000;208,000;208,500;208,800;206,600;208,000;207,631;30131;6256133;119;
2010-03-16;206,500;207,000;206,000;207,000;204,900;207,000;205,715;13178;2710910;76;
2010-03-15;205,000;207,000;206,000;206,900;205,000;205,900;205,840;25524;5253857,2;102;
2010-03-12;206,000;206,500;206,500;208,500;205,600;206,500;207,206;38245;7924602,1;135;
2010-03-11;204,500;206,000;207,000;207,000;204,800;206,000;205,685;31203;6417972,6;121;
2010-03-10;206,400;207,000;203,000;207,400;203,000;207,000;205,552;46795;9618792;164;
2010-03-09;203,500;204,500;205,000;205,500;202,500;204,500;203,614;15435;3142774,6;90;
2010-03-08;205,000;206,000;204,500;206,300;204,500;205,900;205,536;24594;5054960,1;121;
2010-03-05;203,500;204,500;200,500;205,000;200,500;204,500;203,578;39583;8058227,9;153;
2010-03-04;200,500;201,000;200,000;202,200;200,000;200,500;201,033;23001;4623959,9;103;
2010-03-03;199,500;200,500;200,000;200,500;199,000;199,500;199,514;18092;3609600,8;100;
2010-03-02;199,500;200,500;200,500;200,800;198,500;200,500;199,909;16959;3390258,7;91;
2010-03-01;200,000;201,000;197,000;201,000;197,000;201,000;198,660;45580;9054907,4;159;
2010-02-26;195,500;196,500;195,100;196,200;194,000;196,200;195,157;18163;3544643,6;75;
2010-02-25;193,500;194,000;193,500;195,000;192,200;194,000;194,090;14246;2764999,4;77;
2010-02-24;192,500;193,500;191,800;193,500;190,500;193,500;191,950;7231;1387989;50;
2010-02-23;191,700;192,500;194,000;194,500;191,500;191,700;193,116;12154;2347126,9;66;
2010-02-22;193,000;194,000;195,000;195,500;192,800;193,000;194,043;24938;4839045,6;88;
2010-02-19;193,500;194,500;193,900;194,100;192,500;194,000;193,569;14594;2824941;73;
2010-02-18;193,500;194,000;194,500;194,500;191,000;193,500;192,810;63074;12161317,3;182;
2010-02-17;192,000;193,000;193,000;193,400;190,500;192,000;192,178;15179;2917072,6;65;
2010-02-16;189,000;193,000;187,000;193,000;187,000;193,000;191,099;54958;10502391,4;151;
2010-02-15;186,000;190,000;188,200;191,000;187,500;187,500;187,964;41444;7789998,2;68;
2010-02-12;187,500;191,000;191,000;191,000;187,000;188,200;189,406;19340;3663119,8;73;
2010-02-11;187,500;191,000;190,000;190,500;187,000;189,000;188,544;14060;2650922,4;53;
2010-02-10;187,000;189,300;190,000;190,000;186,500;187,500;188,330;7042;1326217,7;43;
2010-02-09;189,000;191,000;188,500;191,000;186,000;189,500;189,228;11915;2254645,5;61;
2010-02-08;186,000;189,000;184,000;186,500;182,000;186,000;184,887;25624;4737549,6;128;
2010-02-05;183,500;184,500;185,500;187,500;183,000;183,500;185,577;34030;6315201,7;140;
2010-02-04;185,500;186,900;193,000;193,000;184,900;185,500;188,620;44201;8337190,9;126;
2010-02-03;191,800;193,000;195,200;195,700;191,800;192,000;193,925;26235;5087621,9;77;
2010-02-02;195,000;195,100;195,000;195,400;193,000;195,000;194,494;17725;3447410,5;82;
2010-02-01;194,000;194,200;193,000;194,200;192,000;194,000;193,069;22241;4294040,8;93;
2010-01-29;193,000;194,300;189,500;194,500;189,500;193,000;192,334;25376;4880666,2;90;
2010-01-28;189,000;190,000;193,200;193,900;189,000;189,000;192,599;17531;3376454,2;75;
2010-01-27;189,500;190,000;186,500;191,800;185,500;190,000;188,778;23031;4347745,8;96;
2010-01-26;186,700;187,500;189,000;189,600;185,700;187,500;187,632;26951;5056857,8;125;
2010-01-25;189,500;190,000;192,000;194,400;189,300;190,000;191,529;35384;6777072,9;136;
2010-01-22;192,600;194,700;190,400;194,700;189,500;194,400;192,010;27387;5258638,99;98;
2010-01-21;191,200;191,300;193,800;195,500;191,000;191,200;192,663;47256;9104487,4;183;
2010-01-20;192,200;192,900;196,400;197,100;192,700;192,900;195,795;48118;9421277;190;
2010-01-19;195,500;197,000;196,000;197,000;193,100;197,000;195,015;37021;7219638,7;165;
2010-01-18;197,100;197,200;199,000;199,000;196,000;197,200;196,767;32649;6424249,4;118;
2010-01-15;198,000;198,500;201,000;201,300;196,200;198,500;199,093;33790;6727367,2;148;
2010-01-14;199,900;201,000;202,900;203,000;199,900;200,000;201,023;28174;5663608,4;135;
2010-01-13;200,500;201,900;200,500;201,900;199,600;201,900;200,597;20087;4029381,2;97;
2010-01-12;200,400;201,500;201,800;202,000;199,600;201,500;200,862;30982;6223116,2;146;
2010-01-11;201,400;201,800;204,000;204,500;200,500;201,800;202,019;60792;12281127,7;275;
2010-01-08;203,900;204,100;204,000;205,500;203,000;204,100;204,288;29931;6114529,86;135;
2010-01-07;203,500;204,000;207,100;207,500;203,400;203,500;205,061;32734;6712482,64;151;
2010-01-05;206,800;207,300;206,000;207,700;204,900;207,300;206,386;7791;1607952,1;54;
2010-01-04;205,000;205,700;203,000;205,700;203,000;205,700;204,327;16104;3290476,36;107;
2009-12-30;202,000;202,200;205,500;207,000;202,200;202,200;204,072;22124;4514891,2;95;
2009-12-29;205,500;206,500;206,500;207,500;205,500;205,500;206,721;13821;2857096,4;95;
2009-12-28;206,000;206,900;207,000;207,700;206,000;206,000;207,023;21115;4371288,5;107;
2009-12-23;205,000;207,000;204,000;207,000;204,000;206,000;205,781;26045;5359563,4;98;
2009-12-22;203,000;204,000;202,000;204,000;202,000;204,000;203,023;20632;4188769,7;93;
2009-12-21;201,100;201,500;198,500;201,500;198,500;201,500;199,760;23519;4698143,8;97;
2009-12-18;198,500;199,000;200,000;200,400;198,200;198,500;199,255;17782;3543150,1;80;
2009-12-17;199,000;199,900;201,200;203,200;199,300;199,300;201,289;20595;4145557,88;68;
2009-12-16;203,400;203,700;200,000;204,000;200,000;203,700;203,195;47057;9561330,16;167;
2009-12-15;199,800;200,300;201,900;202,400;198,600;200,300;200,393;22896;4588196,4;91;
2009-12-14;200,900;201,800;200,500;203,100;200,300;201,800;201,487;17415;3508899;100;
2009-12-11;198,700;199,500;203,000;204,000;198,200;199,500;201,386;30928;6228453;153;
2009-12-10;200,500;202,300;202,000;203,000;200,100;202,300;201,566;30192;6085666,5;123;
2009-12-09;201,000;202,000;204,600;204,700;199,500;202,000;203,447;50383;10250246,2;229;
2009-12-08;205,000;206,000;209,000;211,000;203,500;205,000;206,931;68495;14173768,13;214;
2009-12-07;209,000;209,800;207,000;210,000;206,500;209,800;208,040;44663;9291671,4;152;
2009-12-04;207,000;208,000;203,400;208,000;201,300;207,000;205,595;43706;8985715;173;
2009-12-03;203,600;204,700;203,500;205,400;203,000;203,600;204,439;61942;12663364,9;201;
2009-12-02;201,300;201,500;201,900;202,000;198,100;201,300;200,643;21952;4404513,6;115;
2009-12-01;200,000;201,000;200,000;203,000;200,000;201,000;201,607;12765;2573518,5;77;
2009-11-30;199,000;199,900;204,000;204,500;198,600;199,900;200,468;42021;8423952,26;208;
2009-11-27;203,900;205,000;196,800;205,000;196,500;205,000;200,772;38440;7717674,4;178;
2009-11-26;200,000;201,000;203,400;203,400;198,600;200,000;200,963;45741;9192241,2;149;
2009-11-25;203,700;204,000;203,000;204,000;202,000;204,000;202,755;35493;7196407,7;119;
2009-11-24;202,500;203,700;201,500;204,200;200,600;202,500;202,635;17790;3604881,8;98;
2009-11-23;201,800;202,000;196,400;202,000;196,400;202,000;199,970;55312;11060722,9;195;
2009-11-20;195,500;196,500;198,000;198,000;194,600;195,500;196,761;30272;5956355,8;122;
2009-11-19;196,000;196,400;197,000;197,000;194,600;196,000;196,143;26614;5220145,8;75;
2009-11-18;197,500;198,000;195,500;198,000;194,900;197,500;196,399;22780;4473960,7;133;
2009-11-17;194,200;195,500;194,000;196,400;194,000;195,500;195,219;21873;4270009,9;97;
2009-11-16;195,400;195,500;193,500;195,500;193,100;195,400;194,740;23830;4640641;100;
2009-11-13;191,500;192,500;192,500;194,400;191,800;191,800;192,998;16585;3200971,59;96;
2009-11-12;193,500;193,800;193,700;195,200;193,000;193,500;194,174;14316;2779800;82;
2009-11-11;194,700;194,900;194,000;194,800;192,400;194,700;193,707;28494;5519371,8;100;
2009-11-10;192,000;192,100;193,000;193,400;191,000;192,100;192,164;28248;5428246,6;126;
2009-11-09;192,200;192,900;191,200;192,900;190,500;192,900;191,488;29082;5568858,9;114;
2009-11-06;190,000;190,400;188,000;190,800;187,200;190,400;189,242;34091;6451435;125;
2009-11-05;187,000;188,400;185,000;189,500;184,400;188,400;186,944;31792;5943325,5;162;
2009-11-04;185,600;186,900;184,000;187,000;182,500;186,900;184,528;16625;3067772,3;95;
2009-11-03;181,300;182,000;182,500;183,900;180,100;181,300;181,904;17049;3101275,3;105;
2009-11-02;183,000;183,500;184,900;184,900;181,500;183,000;183,156;51797;9486922,9;154;
2009-10-30;186,000;187,400;187,000;187,500;185,000;186,900;186,620;11142;2079324,5;67;
2009-10-29;185,500;187,000;184,900;187,000;182,100;187,000;184,570;31427;5800492,35;169;
2009-10-28;184,100;184,900;188,800;188,900;182,000;184,100;185,934;111106;20658364,4;401;
2009-10-27;191,500;192,000;187,000;192,800;187,000;192,000;190,988;29291;5594230,2;132;
2009-10-26;186,500;187,000;192,900;192,900;186,000;187,000;190,629;48720;9287459,1;150;
2009-10-23;190,000;191,000;196,000;196,000;190,000;191,000;192,249;62881;12088779,5;167;
2009-10-22;193,500;194,000;196,500;196,500;192,500;194,000;195,142;21099;4117299;77;
2009-10-21;197,500;198,000;197,500;198,500;194,000;198,000;195,847;27865;5457264;130;
2009-10-20;196,500;197,000;195,500;199,000;195,000;196,500;196,905;33172;6531732,5;123;
2009-10-19;192,500;193,000;190,000;193,000;190,000;193,000;191,873;18961;3638107,5;90;
2009-10-16;190,000;190,500;191,000;194,000;190,000;190,000;191,411;25930;4963283,5;106;
2009-10-15;190,000;191,000;190,000;192,000;188,000;191,000;189,786;33255;6311320,5;148;
2009-10-14;187,500;189,000;186,000;190,000;186,000;189,000;188,283;49809;9378161;154;
2009-10-13;183,500;184,000;186,000;186,500;183,000;184,000;184,658;22854;4220166,5;82;
2009-10-12;185,500;186,500;186,000;187,500;185,500;186,500;186,478;19289;3596965,5;88;
2009-10-09;185,000;186,000;182,500;186,500;182,500;186,000;185,266;41829;7749502,5;130;
2009-10-08;182,500;183,000;184,000;184,500;181,000;182,500;182,472;22429;4092669;74;
2009-10-07;182,500;183,000;183,000;184,500;182,000;182,500;182,928;36348;6649078,5;120;
2009-10-06;182,000;183,000;180,000;183,000;180,000;183,000;181,395;53051;9623198,5;133;
2009-10-05;178,000;179,000;174,000;178,000;172,000;178,000;174,790;23422;4093928,5;75;
2009-10-02;173,000;175,000;173,000;174,500;170,500;173,500;172,715;28576;4935513,5;104;
2009-10-01;174,000;174,500;176,500;179,000;174,000;174,000;176,602;22224;3924808,88;103;
2009-09-30;177,000;181,500;179,000;181,500;176,000;177,000;177,918;26664;4743993;82;
2009-09-29;178,000;180,500;180,000;181,000;178,000;178,500;179,876;31538;5672922;79;
2009-09-28;179,000;179,500;177,500;180,500;176,000;179,500;178,049;11618;2068307,5;60;
2009-09-25;177,000;180,000;177,500;179,000;176,000;178,000;176,753;32816;5800331,5;96;
2009-09-24;175,500;180,000;180,000;180,000;175,500;177,000;177,792;23064;4100599,5;102;
2009-09-23;180,500;181,000;182,000;182,000;180,000;180,000;180,697;16367;2957460;40;
2009-09-22;180,500;181,000;178,500;182,000;178,500;181,000;181,106;9764;1768319,5;45;
2009-09-21;177,000;178,000;181,500;183,000;178,000;178,000;179,461;31309;5618756,5;100;
2009-09-18;182,000;183,000;180,500;183,000;178,500;182,000;180,771;34902;6309267,04;109;
2009-09-17;180,500;182,000;183,000;183,000;179,500;182,000;181,025;20094;3637517;72;
2009-09-16;180,500;181,500;181,000;182,500;179,500;181,500;181,457;16056;2913480;65;
2009-09-15;180,000;180,500;179,000;182,000;177,500;180,000;180,115;17081;3076543;76;
2009-09-14;177,500;179,000;179,000;179,000;176,000;179,000;177,053;43355;7676116,5;154;
2009-09-11;179,500;181,000;183,000;183,000;179,500;180,000;180,970;32623;5903800,69;139;
2009-09-10;182,000;184,000;186,500;186,500;180,000;182,000;183,180;36095;6611892,5;106;
2009-09-09;184,500;186,000;180,000;186,000;179,500;186,000;183,033;34278;6274001;128;
2009-09-08;180,000;181,000;184,500;185,000;180,000;181,000;182,590;77085;14074923,5;243;
2009-09-07;183,000;184,000;179,000;184,000;178,000;184,000;179,839;62552;11249268,5;218;
2009-09-04;174,500;175,000;177,000;179,000;174,000;175,000;176,197;31735;5591608,5;104;
2009-09-03;175,000;176,500;176,000;178,500;175,000;175,000;176,858;11819;2090279,5;64;
2009-09-02;173,500;177,000;177,000;178,500;173,000;177,000;175,995;25990;4574115,5;123;
2009-09-01;177,500;178,500;186,500;186,500;178,000;178,500;181,663;28517;5180494,5;110;
2009-08-31;185,000;186,500;189,500;189,500;185,000;185,000;187,016;26332;4924496,5;104;
2009-08-28;188,000;190,000;185,000;190,000;184,500;190,000;187,645;44558;8361096;152;
2009-08-27;182,500;183,500;182,000;185,000;182,000;183,500;183,779;19110;3512011,5;94;
2009-08-26;182,000;182,500;182,000;183,500;181,500;182,000;182,476;14682;2679105,5;71;
2009-08-25;181,000;182,000;182,000;182,000;179,000;182,000;180,690;22225;4015845;115;
2009-08-24;182,500;183,000;181,000;184,000;180,000;183,000;181,561;45704;8297965,51;145;
2009-08-21;181,500;182,000;174,500;182,000;173,500;181,500;177,719;58315;10363659;162;
2009-08-20;173,500;174,500;172,000;175,500;172,000;174,500;174,289;15665;2730236;55;
2009-08-19;171,000;172,000;174,000;174,000;169,000;172,000;171,507;14772;2533503;64;
2009-08-18;174,000;174,500;167,500;175,000;167,500;174,000;172,261;25641;4416947;81;
2009-08-17;166,500;167,500;170,000;170,000;165,500;167,500;166,707;38914;6487236,5;135;
2009-08-14;170,500;171,500;172,500;175,000;170,000;171,500;172,826;17505;3025316;79;
2009-08-13;173,000;173,500;173,500;177,000;172,000;173,500;174,938;45238;7913854;130;
2009-08-12;172,500;173,000;168,500;173,000;167,500;173,000;169,551;32322;5480231,5;93;
2009-08-11;167,500;168,000;170,000;173,000;166,500;167,500;169,404;56205;9521329;160;
2009-08-10;170,000;171,000;175,000;175,000;170,500;170,500;172,542;24182;4172402;100;
2009-08-07;174,000;175,000;172,000;175,000;168,500;175,000;171,897;25449;4374599;92;
2009-08-06;172,000;173,000;170,500;173,500;170,500;173,000;171,992;43973;7563008,5;100;
2009-08-05;169,500;170,500;173,000;174,500;169,000;169,500;173,361;40381;7000484;123;
2009-08-04;172,500;173,500;179,000;179,000;172,500;172,500;173,903;64807;11270124;170;
2009-08-03;178,500;179,000;174,500;180,500;174,500;179,000;177,346;44842;7952479,5;138;
2009-07-31;173,500;175,000;174,000;175,000;171,500;175,000;173,325;16641;2884299;83;
2009-07-30;173,000;174,500;169,000;174,500;169,000;174,500;171,399;72057;12350479,5;135;
2009-07-29;168,500;169,500;166,000;169,500;165,000;169,500;168,455;58091;9785693,5;73;
2009-07-28;164,500;166,000;167,000;168,500;165,000;166,000;166,365;11020;1833342,5;53;
2009-07-27;165,000;166,000;168,000;168,500;164,500;165,500;166,936;37065;6187479,5;103;
2009-07-24;167,000;168,500;167,000;168,500;166,000;168,500;167,528;32841;5501778,5;95;
2009-07-23;167,500;169,000;161,000;169,000;160,500;169,000;163,537;45337;7413946;116;
2009-07-22;160,000;161,000;163,500;163,500;159,500;161,000;160,617;42642;6849899,01;138;
2009-07-21;164,000;164,500;169,000;169,500;163,000;164,500;167,059;127067;21227645;283;
2009-07-20;164,000;165,000;163,000;165,000;161,500;165,000;162,938;27682;4509965;112;
2009-07-17;162,500;163,000;157,000;163,000;157,000;163,000;159,600;35323;5637534,5;108;
2009-07-16;156,500;157,000;156,500;157,500;156,000;157,000;156,945;27954;4387241,5;66;
2009-07-15;157,500;160,000;152,000;159,500;152,000;159,500;154,327;29009;4476870,5;101;
2009-07-14;150,500;152,000;150,000;152,500;150,000;150,000;151,323;11597;1754896;48;
2009-07-13;149,500;150,000;145,000;150,500;144,000;149,500;147,340;16323;2405022,5;55;
2009-07-10;145,500;148,000;147,750;147,750;144,750;145,500;145,433;12999;1890477,25;39;
2009-07-09;147,250;150,000;150,000;150,500;147,500;147,500;149,498;9218;1378073,5;37;
2009-07-08;149,250;150,000;149,750;151,000;148,750;149,500;149,837;11596;1737507,5;50;
2009-07-07;150,000;151,500;152,000;152,500;149,750;151,500;151,574;8380;1270192;50;
2009-07-06;151,000;152,000;154,000;154,000;148,000;151,000;150,426;13851;2083548,5;56;
2009-07-03;152,000;153,000;148,500;153,000;148,500;153,000;151,604;15903;2410961,5;53;
2009-07-02;149,250;150,000;150,000;153,000;149,000;150,000;150,700;38941;5868391,75;110;
2009-07-01;149,000;150,000;147,250;150,500;147,000;150,000;149,141;44864;6691047;113;
2009-06-30;146,000;146,750;146,500;147,500;146,000;146,000;146,703;24474;3590404,75;56;
2009-06-29;145,500;146,750;141,000;146,500;141,000;146,500;144,233;34936;5038916,75;85;
2009-06-26;140,250;141,000;143,000;144,000;139,750;140,000;141,803;16713;2369956,5;62;
2009-06-25;141,250;142,750;143,750;143,750;140,500;141,250;141,542;20383;2885054,5;53;
2009-06-24;143,250;144,000;137,000;144,000;136,250;144,000;140,599;13758;1934362,75;47;
2009-06-23;135,500;136,250;136,000;138,000;135,000;135,500;136,203;27235;3709510,75;81;
2009-06-22;135,250;136,000;142,500;143,000;135,250;135,250;139,356;28886;4025440,75;82;
2009-06-18;141,750;142,000;141,000;142,500;138,000;142,000;140,500;25564;3591741,5;98;
2009-06-17;138,750;139,000;141,000;141,000;138,000;138,750;139,542;19343;2699153,5;71;
2009-06-16;141,750;142,500;143,000;143,250;140,750;141,750;141,853;22565;3200919,75;59;
2009-06-15;142,000;142,750;143,000;146,000;141,000;142,750;143,935;49785;7165779,5;107;
2009-06-12;142,250;143,000;145,750;146,000;143,000;143,000;144,575;18423;2663504,5;74;
2009-06-11;145,250;145,500;140,000;145,500;139,500;145,250;143,214;22934;3284463;85;
2009-06-10;139,250;139,750;138,000;141,500;137,500;139,250;139,918;19719;2759042;73;
2009-06-09;135,000;136,000;137,500;138,000;135,000;135,000;136,194;15698;2137960;69;
2009-06-08;137,500;138,500;137,000;138,000;133,500;137,500;135,648;43347;5879963,3;93;
2009-06-05;137,500;138,000;141,000;141,000;137,500;137,500;138,648;16739;2320835,75;78;
2009-06-04;138,500;139,500;137,000;140,750;136,500;139,250;139,022;36351;5053614,61;120;
2009-06-03;137,250;137,500;143,000;144,750;137,250;137,250;141,595;26800;3794747;138;
2009-06-02;143,750;144,750;148,750;149,250;142,250;143,750;145,660;22575;3288275,25;95;
2009-06-01;149,750;150,000;147,000;150,000;147,000;150,000;149,282;37455;5591349;100;
2009-05-29;147,000;147,500;144,000;147,500;144,000;147,000;146,567;12142;1779615,75;51;
2009-05-28;143,750;144,750;144,000;145,500;143,000;144,000;144,141;12642;1822236,07;45;
2009-05-27;145,000;146,000;148,500;148,500;144,000;145,000;145,633;36748;5351727,25;85;
2009-05-26;146,000;146,250;149,000;149,000;143,000;146,000;145,049;16815;2439004,85;72;
2009-05-25;149,000;149,250;148,000;149,250;147,000;149,000;148,122;12880;1907814;48;
2009-05-22;148,250;149,000;147,000;149,250;146,250;148,250;147,981;13311;1969778,5;56;
2009-05-20;149,000;149,500;152,000;152,000;148,000;149,000;149,598;30260;4526758,19;72;
2009-05-19;149,750;151,000;151,000;151,000;147,750;151,000;149,629;60105;8993444,75;144;
2009-05-18;147,500;147,750;145,500;147,500;143,000;147,500;145,531;19782;2878890,75;65;
2009-05-15;143,750;144,750;147,500;147,500;142,500;143,750;144,399;44212;6384172,7;335;
2009-05-14;144,000;144,750;139,000;144,000;137,000;144,000;140,083;23833;3338585,5;116;
2009-05-13;139,500;140,500;143,500;145,250;139,000;139,500;143,009;27879;3986948,5;117;
2009-05-12;143,500;144,500;145,000;149,000;143,500;143,500;145,989;42876;6259438,25;97;
2009-05-11;146,500;147,750;151,000;151,000;145,750;146,500;147,226;52195;7684469,28;153;
2009-05-08;151,500;152,000;148,000;152,000;148,000;151,500;149,284;74630;11141068,75;136;
2009-05-07;145,750;147,000;149,250;153,000;145,750;145,750;150,094;54610;8196605;172;
2009-05-06;147,500;148,250;145,000;148,250;145,000;148,250;147,542;28384;4187823,88;123;
2009-05-05;145,000;146,000;147,000;148,000;144,500;146,000;146,604;22697;3327468,75;100;
2009-05-04;145,750;146,500;147,000;148,000;144,750;146,500;145,976;33109;4561977,595;104;
2009-04-30;144,750;146,250;151,000;151,000;144,750;144,750;148,819;37437;5571318,75;113;
2009-04-29;153,500;154,000;156,000;157,500;152,000;154,000;154,301;30389;4689037,92;143;
2009-04-28;155,000;156,000;152,000;157,000;151,500;156,000;152,610;159573;24352417,37;354;
2009-04-27;151,500;152,000;150,000;152,000;147,000;152,000;150,070;31448;4719403,25;127;
