sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2016-04-08;81,800;81,850;80,950;82,100;80,900;82,100;81,704;8055177;658138746,72;5973;
2016-04-07;80,200;80,250;80,750;81,300;80,150;80,250;80,574;4804538;387091592,5;4817;
2016-04-06;80,300;80,350;79,450;80,500;78,700;80,500;79,728;7126573;568184293,65;6360;
2016-04-05;79,550;79,600;80,950;80,950;79,100;79,750;79,709;9597605;765038609,33;7072;
2016-04-04;81,450;81,500;81,050;82,000;80,600;81,600;81,397;4727795;384829255,65;4257;
2016-04-01;81,050;81,150;80,400;81,400;80,050;81,300;80,739;6825484;551071389,49;6119;
2016-03-31;81,200;81,250;81,250;81,400;80,550;81,300;81,142;7500625;608544353,45;4809;
2016-03-30;81,550;81,650;80,000;82,400;79,750;81,750;81,462;9007855;733849486,8;7193;
2016-03-29;79,200;79,300;78,800;79,500;78,350;79,350;78,999;7206953;569339602;6107;
2016-03-24;77,950;78,000;78,850;79,150;77,800;78,000;78,224;4160689;326457088,73;3016;
2016-03-23;79,650;79,750;80,900;80,900;79,550;79,800;80,141;5501907;440872362,53;4854;
2016-03-22;80,100;80,200;79,950;80,450;79,050;80,450;79,825;7772325;626434632,27;5115;
2016-03-21;79,650;79,700;80,550;81,600;79,550;79,850;80,243;7959365;638410884,36;5865;
2016-03-18;80,900;81,000;79,850;81,000;78,950;81,000;80,259;11631789;933117623,63;7356;
2016-03-17;78,950;79,050;79,500;79,650;77,850;79,300;78,897;8132477;641629368,56;6341;
2016-03-16;78,950;79,000;79,250;79,750;78,150;79,050;79,027;6663447;526631358,05;4804;
2016-03-15;78,800;78,900;78,500;79,150;78,350;78,800;78,806;4870464;383811283,58;3544;
2016-03-14;78,950;79,000;79,300;79,400;78,550;79,050;79,016;6117678;483444052,52;4091;
2016-03-11;78,700;78,750;78,000;78,900;77,400;78,700;78,431;6881865;539749368,24;5629;
2016-03-10;77,100;77,200;78,200;78,650;76,850;77,000;77,753;9428395;733114326,03;8095;
2016-03-09;78,200;78,250;78,300;78,750;77,800;78,300;78,269;5813370;454981475,69;5309;
2016-03-08;78,450;78,500;78,800;79,050;78,100;78,450;78,527;5521770;433615261,7;4665;
2016-03-07;79,100;79,150;78,700;79,200;78,450;79,000;78,969;6769380;534552089,93;5471;
